CO2 sequestration by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,technology,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,CO2 removal,hightemp DAC elec,dac,0,0,0,0,0,3.19E-08,1.29E-06,4.32E-05,9.96E-04,0.012063419,0.02142371,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,CO2 removal,lowtemp DAC heatpump,dac,0,0,0,0,0,2.61E-08,2.02E-06,1.44E-04,0.00711646,0.172819338,0.706962072,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,biomass (IGCC CCS) (dry cooling),biomass_base_IGCC_CCS,0,0,0,0,0,4.46E-04,0.004869342,0.02127312,0.047747187,0.071428543,0.080353168,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,biomass (IGCC CCS) (recirculating),biomass_base_IGCC_CCS,0,0,0,0,0,4.60E-04,0.004970525,0.021411214,0.047886681,0.071917926,0.081202443,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,biomass (conv CCS) (recirculating),biomass_base_conv_CCS,0,0,0,0,0,0.00165128,0.02288298,0.14390754,0.35936399,0.49951788,0.53164224,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,coal (IGCC CCS) (dry cooling),coal_base_IGCC_CCS,0,0,0,0,0,0.0115996,0.0529424,0.0984677,0.140355,0.1845726,0.2247162,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,coal (IGCC CCS) (recirculating),coal_base_IGCC_CCS,0,0,0,0,0,0.0121793,0.0557657,0.103956,0.1484698,0.1956061,0.2384683,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,coal (conv pul CCS) (dry cooling),coal_base_conv pul_CCS,0,0,0,0,0,0.0152795,0.0661129,0.1191641,0.1658817,0.2133001,0.2554044,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,coal (conv pul CCS) (recirculating),coal_base_conv pul_CCS,0,0,0,0,0,0.0161818,0.070132,0.1265994,0.1764967,0.2272619,0.2723559,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,base load generation,gas (CC CCS) (recirculating),gas_base_CC_CCS,0,0,0,0,0,0.0242064,0.1623302,0.3085469,0.4488475,0.6053408,0.7477479,0,0,0,MTC
