water withdrawals by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,subsector,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NE,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.20E-09,3.85E-08,9.48E-07,2.31E-05,3.53E-04,9.46E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NE,industry,industry,industry,0.056532,0.0156112,0.0429931,0.0611739,0.0629056,0.0631688,0.065147,0.0668907,0.0694044,0.0716819,0.0747659,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NE,municipal water,municipal water,municipal water,0.481019,0.528074,0.469207,0.406472,0.411573,0.421632,0.437193,0.449635,0.462342,0.473691,0.48454,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NH,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.98E-09,6.81E-08,2.04E-06,4.03E-05,3.94E-04,7.79E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NH,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,0,4.09E-10,1.21E-08,2.79E-07,3.50E-06,6.12E-06,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NH,industry,industry,industry,0.0516829,0.0573885,0.0244392,0.0174348,0.0180142,0.0184963,0.0193445,0.0202047,0.0209963,0.021495,0.0222098,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NH,municipal water,municipal water,municipal water,0.168961,0.195361,0.172097,0.17305,0.17815,0.18403,0.190842,0.196322,0.202635,0.208257,0.213415,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NJ,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.05E-07,3.58E-06,1.12E-04,0.002068482,0.019526377,0.037836198,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NJ,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,3.50E-10,1.32E-08,4.31E-07,9.10E-06,1.16E-04,1.86E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NJ,industry,industry,industry,0.45035,0.118839,0.11504,0.130015,0.131863,0.134359,0.140988,0.14957,0.157288,0.162219,0.169166,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NJ,municipal water,municipal water,municipal water,1.52885,1.43318,1.62804,1.74912,1.76743,1.8165,1.88513,1.95531,2.02548,2.09244,2.15802,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NM,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,3.48E-07,1.14E-05,3.44E-04,0.006416408,0.056069777,0.099845198,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NM,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,2.22E-09,8.21E-08,2.68E-06,7.09E-05,9.37E-04,0.002144505,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NM,industry,industry,industry,0.00871742,0.0182499,0.0153349,0.00469718,0.00469454,0.00469861,0.00486147,0.00500935,0.00519328,0.00535563,0.00558699,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NM,municipal water,municipal water,municipal water,0.409912,0.439808,0.427085,0.39571,0.394009,0.401587,0.414247,0.424637,0.432848,0.438533,0.445011,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NV,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,6.67E-08,2.32E-06,7.46E-05,0.001418158,0.012473493,0.02272909,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NV,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,4.87E-10,2.09E-08,8.36E-07,2.26E-05,2.80E-04,6.85E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NV,industry,industry,industry,0.0141054,0.008151,0.00722538,0.0078885,0.00899997,0.00962111,0.0102687,0.0108161,0.011385,0.0118361,0.0123809,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NV,municipal water,municipal water,municipal water,0.545523,0.985939,0.843587,0.783352,0.853305,0.92037,0.970844,1.00578,1.03934,1.06866,1.09647,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NY,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.72E-07,5.64E-06,1.75E-04,0.003322312,0.032680914,0.064715556,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NY,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.62E-09,5.09E-08,1.53E-06,3.37E-05,4.82E-04,0.001307821,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NY,industry,industry,industry,0.378717,0.415715,0.4862,0.430842,0.43298,0.437677,0.456414,0.480369,0.502464,0.518781,0.540917,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",NY,municipal water,municipal water,municipal water,4.18768,3.68811,3.3366,3.60871,3.61943,3.69142,3.81898,3.95474,4.09079,4.21986,4.34613,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OH,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.02E-06,3.17E-05,9.17E-04,0.017286014,0.160329941,0.30841108,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OH,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,4.66E-09,1.35E-07,3.51E-06,8.43E-05,0.001136074,0.002976197,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OH,industry,industry,industry,0.488466,0.970729,0.675953,0.480481,0.486298,0.48567,0.500952,0.514837,0.532964,0.548963,0.573753,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OH,municipal water,municipal water,municipal water,1.98066,2.18839,2.08666,1.99735,2.01917,2.06741,2.13654,2.19724,2.2602,2.31761,2.37264,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OK,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,5.63E-07,1.84E-05,5.64E-04,0.010399252,0.089156959,0.160979244,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OK,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,4.11E-09,1.51E-07,5.14E-06,1.29E-04,0.001527532,0.003696322,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OK,industry,industry,industry,0.0487264,0.0332809,0.0286805,0.0718393,0.072273,0.0725392,0.0748269,0.0765714,0.0785802,0.0803952,0.0838514,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OK,municipal water,municipal water,municipal water,0.769136,0.927335,0.945267,0.886345,0.880846,0.900664,0.928226,0.951465,0.9752,0.996115,1.01606,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OR,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,6.82E-08,2.37E-06,7.64E-05,0.001452545,0.012803371,0.023362259,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OR,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,4.99E-10,2.15E-08,8.58E-07,2.32E-05,2.89E-04,7.07E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OR,industry,industry,industry,0.393002,0.238258,0.173727,0.144715,0.157108,0.164311,0.172487,0.179012,0.185175,0.190285,0.197753,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",OR,municipal water,municipal water,municipal water,0.737776,0.839857,0.830103,0.885461,0.957187,1.01093,1.05206,1.08227,1.11279,1.14059,1.16606,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",PA,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,5.76E-07,1.96E-05,6.13E-04,0.011356076,0.107101834,0.207394903,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",PA,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.92E-09,7.22E-08,2.36E-06,4.98E-05,6.35E-04,0.001014254,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",PA,industry,industry,industry,2.58489,1.06388,1.19673,0.890586,0.89238,0.889251,0.917046,0.94512,0.974579,1.00106,1.04539,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",PA,municipal water,municipal water,municipal water,2.58177,2.16687,2.24577,2.2104,2.23809,2.29671,2.3756,2.45241,2.52926,2.60099,2.67076,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",RI,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.12E-09,3.86E-08,1.16E-06,2.28E-05,2.24E-04,4.42E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",RI,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,0,2.32E-10,6.86E-09,1.58E-07,1.99E-06,3.47E-06,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",RI,industry,industry,industry,0.016081,6.91E-04,0.0103891,0.00283213,0.00281393,0.00285976,0.00301462,0.00322931,0.00343284,0.00355792,0.00371031,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",RI,municipal water,municipal water,municipal water,0.147146,0.173575,0.160326,0.14372,0.14224,0.144209,0.149797,0.155805,0.162497,0.16874,0.174747,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SC,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,2.91E-07,9.88E-06,3.03E-04,0.005600057,0.049828463,0.094110193,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SC,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,8.23E-10,3.33E-08,1.12E-06,2.58E-05,3.12E-04,5.52E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SC,industry,industry,industry,0.873055,0.578431,0.535645,0.395613,0.423322,0.434486,0.451258,0.462041,0.470565,0.477115,0.492104,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SC,municipal water,municipal water,municipal water,0.628138,1.06955,1.01386,1.03844,1.09365,1.13502,1.16952,1.19546,1.22084,1.2415,1.26069,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SD,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.64E-08,5.21E-07,1.47E-05,2.71E-04,0.002518759,0.004726144,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SD,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,0,3.17E-09,7.80E-08,1.91E-06,2.91E-05,7.79E-05,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SD,industry,industry,industry,0.0205985,0.00609253,0.0130969,0.0337645,0.0349024,0.0356125,0.0368846,0.0380498,0.0393664,0.0402012,0.041543,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",SD,municipal water,municipal water,municipal water,0.117153,0.149426,0.179018,0.107082,0.10933,0.112425,0.116196,0.118545,0.121083,0.123146,0.125142,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TN,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,3.85E-07,1.31E-05,4.01E-04,0.00739804,0.065746415,0.124070622,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TN,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.08E-09,4.38E-08,1.47E-06,3.39E-05,4.11E-04,7.35E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TN,industry,industry,industry,1.21853,1.08193,1.07209,1.01353,1.06286,1.09038,1.13803,1.16966,1.2002,1.22391,1.27099,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TN,municipal water,municipal water,municipal water,1.04224,1.31293,1.32234,1.23304,1.29676,1.36392,1.42503,1.4637,1.50679,1.5444,1.58233,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TX,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,5.93E-06,1.89E-04,0.00529524,0.09294277,0.75926477,1.329401753,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TX,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,2.22E-08,7.31E-07,2.25E-05,5.29E-04,0.006363482,0.015031405,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TX,industry,industry,industry,1.2207,1.72301,0.939022,0.446315,0.475748,0.496381,0.522012,0.546614,0.570814,0.586448,0.612489,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",TX,municipal water,municipal water,municipal water,4.39825,6.25766,5.77316,4.14485,4.39833,4.67216,4.89689,5.0572,5.21399,5.355,5.47942,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Beef,Mixed,FeedCrops,0.182391,0.210698,0.217548,0.214015,0.232624,0.252565,0.277399,0.299851,0.320683,0.348884,0.368965,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Beef,Mixed,FodderHerb_Residue,0.156552,0.165007,0.170371,0.167603,0.182054,0.205993,0.238434,0.276888,0.320536,0.366508,0.398173,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Beef,Mixed,Pasture_FodderGrass,0.509077,0.564256,0.582597,0.573132,0.614402,0.677888,0.75572,0.829401,0.902275,0.981055,1.03836,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Beef,Mixed,Scavenging_Other,4.41E-04,4.65E-04,4.79E-04,4.70E-04,4.95E-04,5.38E-04,5.95E-04,6.75E-04,8.39E-04,0.00101466,0.00112978,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Beef,Pastoral,Pasture_FodderGrass,0.126782,0.12824,0.127416,0.120478,0.126891,0.136084,0.145102,0.149139,0.150873,0.152675,0.155041,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_ArkWhtRedR,Corn_ArkWhtRedR_IRR_hi,2.32645,3.51238,3.76263,4.28816,4.79229,4.87858,4.88258,5.23021,5.34704,5.17776,5.58946,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_ArkWhtRedR,Corn_ArkWhtRedR_IRR_lo,1.55096,2.34159,2.50842,2.85878,2.95286,2.74116,2.29909,1.68007,1.0521,0.607841,0.415468,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_California,Corn_California_IRR_hi,0.840093,1.26834,1.35871,1.54848,1.7022,1.75654,1.9223,2.40754,2.8081,2.84713,2.74364,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_California,Corn_California_IRR_lo,0.560062,0.845561,0.905805,1.03232,1.06456,1.02168,0.963644,0.854529,0.644589,0.432665,0.333661,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_FraserR,Corn_FraserR_IRR_hi,1.47E-05,2.23E-05,2.39E-05,2.71E-05,3.02E-05,2.62E-05,2.05E-05,1.79E-05,1.73E-05,1.72E-05,2.04E-05,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_FraserR,Corn_FraserR_IRR_lo,9.83E-06,1.48E-05,1.59E-05,1.81E-05,1.86E-05,1.47E-05,9.59E-06,5.71E-06,3.38E-06,2.00E-06,1.51E-06,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_GreatBasin,Corn_GreatBasin_IRR_hi,0.0470758,0.0710732,0.0761371,0.0867712,0.100648,0.0966227,0.0840237,0.0820042,0.0854383,0.0885365,0.106125,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_GreatBasin,Corn_GreatBasin_IRR_lo,0.0313839,0.0473821,0.050758,0.0578475,0.0619911,0.0541171,0.0393445,0.0261874,0.0167203,0.0103433,0.00784537,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_GreatLakes,Corn_GreatLakes_IRR_hi,0.151278,0.228394,0.244666,0.278839,0.302637,0.304224,0.312427,0.351477,0.386179,0.396597,0.42793,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_GreatLakes,Corn_GreatLakes_IRR_lo,0.100852,0.152263,0.163111,0.185893,0.186328,0.170428,0.146333,0.112273,0.0755923,0.0463412,0.0316396,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MexCstNW,Corn_MexCstNW_IRR_hi,0.00499637,0.00754334,0.00808081,0.00920947,0.0104188,0.0107053,0.0108116,0.0122295,0.0139109,0.0151161,0.0176094,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MexCstNW,Corn_MexCstNW_IRR_lo,0.0033309,0.00502892,0.00538719,0.00613962,0.00651721,0.00617785,0.0052762,0.00408665,0.00285524,0.00185971,0.00138051,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MissouriR,Corn_MissouriR_IRR_hi,6.48732,9.79432,10.4921,11.9576,13.2748,13.7947,14.4615,16.6359,18.718,19.6354,21.696,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MissouriR,Corn_MissouriR_IRR_lo,4.32488,6.52954,6.99476,7.97173,8.18594,7.75137,6.76199,5.30359,3.6564,2.28942,1.6009,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MissppRN,Corn_MissppRN_IRR_hi,0.324406,0.489777,0.524672,0.597954,0.645918,0.670183,0.711416,0.82211,0.928627,0.980306,1.05839,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MissppRN,Corn_MissppRN_IRR_lo,0.216271,0.326518,0.349781,0.398636,0.397619,0.375399,0.333113,0.262428,0.181551,0.114342,0.0780758,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MissppRS,Corn_MissppRS_IRR_hi,0.413775,0.624703,0.669211,0.762681,0.836219,0.837742,0.862819,0.990777,1.11391,1.16957,1.29387,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_MissppRS,Corn_MissppRS_IRR_lo,0.27585,0.416468,0.446141,0.508454,0.514811,0.469418,0.404254,0.316587,0.218118,0.136714,0.095722,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_NelsonR,Corn_NelsonR_IRR_hi,0.0278681,0.0420742,0.0450719,0.0513671,0.0552822,0.05475,0.0530537,0.0549582,0.0552623,0.0529771,0.056406,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_NelsonR,Corn_NelsonR_IRR_lo,0.0185787,0.0280494,0.0300479,0.0342448,0.0340391,0.0306877,0.024876,0.0175962,0.0108593,0.00622454,0.00419971,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_OhioR,Corn_OhioR_IRR_hi,0.0708146,0.106913,0.114531,0.130527,0.141865,0.146075,0.156175,0.182766,0.20714,0.217983,0.235104,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_OhioR,Corn_OhioR_IRR_lo,0.0472097,0.0712755,0.0763537,0.0870182,0.0873522,0.0818759,0.0732282,0.0585196,0.040708,0.0256159,0.0175082,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_RioGrande,Corn_RioGrande_IRR_hi,0.0463338,0.0699531,0.0749372,0.0854037,0.0990306,0.106824,0.116974,0.144576,0.171126,0.187253,0.217916,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_RioGrande,Corn_RioGrande_IRR_lo,0.0308893,0.0466355,0.0499581,0.0569359,0.0614522,0.060853,0.0562708,0.0478293,0.0354152,0.0238011,0.0179709,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_TennR,Corn_TennR_IRR_hi,0.0047356,0.00714964,0.00765905,0.0087288,0.0100066,0.0108352,0.0125132,0.0160145,0.0190583,0.0204211,0.0223988,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_TennR,Corn_TennR_IRR_lo,0.00315707,0.00476642,0.00510599,0.00581916,0.00615984,0.00606896,0.0058588,0.00511176,0.00372596,0.00238199,0.00165246,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_TexasCst,Corn_TexasCst_IRR_hi,0.474051,0.715704,0.766696,0.873782,0.997603,1.01466,1.00181,1.05663,1.08898,1.07657,1.19136,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_TexasCst,Corn_TexasCst_IRR_lo,0.316034,0.477136,0.51113,0.582521,0.614311,0.568631,0.469231,0.337578,0.213309,0.126001,0.0889413,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaColoRN,Corn_UsaColoRN_IRR_hi,0.0340777,0.0514492,0.0551148,0.0628129,0.0728766,0.0631539,0.0469525,0.039944,0.0388167,0.0392251,0.0479972,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaColoRN,Corn_UsaColoRN_IRR_lo,0.0227184,0.0342995,0.0367432,0.0418752,0.0449007,0.0353796,0.0219989,0.0127748,0.00761674,0.00460042,0.00356601,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaColoRS,Corn_UsaColoRS_IRR_hi,0.0749081,0.113093,0.121151,0.138072,0.161191,0.178564,0.20541,0.26636,0.328337,0.367797,0.422145,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaColoRS,Corn_UsaColoRS_IRR_lo,0.0499387,0.0753956,0.0807673,0.0920483,0.0993114,0.100186,0.096487,0.0853756,0.0645537,0.0433032,0.0316294,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaCstE,Corn_UsaCstE_IRR_hi,0.0803985,0.121383,0.130031,0.148192,0.162108,0.161987,0.166463,0.187869,0.205734,0.210167,0.226556,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaCstE,Corn_UsaCstE_IRR_lo,0.053599,0.0809218,0.0866872,0.098795,0.0998021,0.0907226,0.0779391,0.0599867,0.0402596,0.0245567,0.0167542,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaCstNE,Corn_UsaCstNE_IRR_hi,0.00745712,0.0112584,0.0120606,0.0137451,0.0154188,0.0154777,0.0162883,0.0191142,0.0216162,0.0226161,0.0250762,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaCstNE,Corn_UsaCstNE_IRR_lo,0.00497141,0.00750562,0.00804038,0.00916341,0.00951525,0.00866394,0.00762537,0.00610944,0.00424193,0.00265429,0.00186539,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaCstSE,Corn_UsaCstSE_IRR_hi,0.178697,0.269789,0.289011,0.329378,0.372485,0.396409,0.45142,0.568216,0.669047,0.715251,0.782083,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",USA,Corn,Corn_UsaCstSE,Corn_UsaCstSE_IRR_lo,0.119131,0.17986,0.192674,0.219585,0.229403,0.222085,0.211486,0.181669,0.131208,0.0838243,0.0580561,0,0,0,km^3
