final energy consumption by sector and fuel,,,,,,,,,,,,,,,,,,
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid cooking,electricity,1.03E-04,1.53E-04,1.36E-04,1.10E-04,1.18E-04,1.31E-04,1.60E-04,1.83E-04,2.05E-04,2.16E-04,2.25E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid cooking,gas,1.92E-04,3.61E-04,2.45E-04,1.97E-04,1.84E-04,1.76E-04,1.67E-04,1.60E-04,1.50E-04,1.55E-04,1.62E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid cooking,refined liquids,1.78E-05,4.59E-05,2.22E-04,1.37E-04,1.27E-04,1.21E-04,1.14E-04,1.15E-04,1.20E-04,1.25E-04,1.30E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid cooling,electricity,6.70E-06,4.85E-05,3.33E-05,3.62E-05,3.62E-05,3.58E-05,3.76E-05,3.93E-05,4.12E-05,4.35E-05,4.58E-05,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid dishwashers,electricity,0,1.44E-04,1.27E-04,9.96E-05,9.62E-05,9.34E-05,9.38E-05,9.45E-05,9.48E-05,9.99E-05,1.05E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid freezers,electricity,1.45E-04,1.26E-04,1.01E-04,8.10E-05,7.94E-05,8.06E-05,8.48E-05,8.94E-05,9.39E-05,9.82E-05,1.02E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid furnace fans,electricity,0,8.86E-05,1.59E-04,1.15E-04,1.01E-04,9.13E-05,8.75E-05,8.48E-05,8.21E-05,8.61E-05,8.96E-05,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid heating,biomass,0.0012773,9.95E-04,0.00217551,0.0048165,0.004437979,0.00422566,0.004017028,0.003723227,0.003159794,0.002478547,0.001845102,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid heating,coal,0.00406609,5.34E-04,0,0,0,0,0,0,0,0,0,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid heating,electricity,0.002896899,0.001800301,0.002425812,0.0029621,0.003341493,0.003531147,0.004113081,0.004804044,0.005535844,0.006321189,0.006978933,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid heating,gas,0.011049199,0.014248801,0.014673801,0.0136417,0.012382002,0.011513847,0.010405971,0.009064743,0.007695097,0.006566874,0.005866855,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid heating,refined liquids,0.008147679,0.008013221,0.006729521,0.0039496,0.00354814,0.003270544,0.002887334,0.002432239,0.001931272,0.00143013,9.94E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid hot water,electricity,8.62E-04,0.00125002,0.00120864,0.00149778,0.00172139,0.00188276,0.002176084,0.002382236,0.002370667,0.002390575,0.002417529,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid hot water,gas,0.001379522,0.002374244,0.002533777,0.003328756,0.002962816,0.002838934,0.002732872,0.002556365,0.002689315,0.002794497,0.002953484,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid hot water,refined liquids,2.24E-05,5.00E-04,8.70E-04,6.75E-04,5.73E-04,5.14E-04,4.43E-04,3.40E-04,3.34E-04,2.89E-04,2.32E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid lighting,electricity,6.41E-04,0.001092289,8.56E-04,5.04E-04,3.29E-04,1.19E-04,1.07E-04,1.07E-04,1.12E-04,1.16E-04,1.21E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid other,electricity,4.65E-04,0.0015175,0.0014142,0.0011592,0.00126952,0.0012709,0.00137232,0.00140664,0.00145982,0.00154584,0.00159665,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid other,gas,5.65E-05,0,2.86E-04,2.25E-04,1.63E-04,1.78E-04,1.76E-04,2.00E-04,2.19E-04,2.30E-04,2.45E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid other,refined liquids,5.35E-05,2.22E-04,3.47E-04,2.43E-04,1.67E-04,1.81E-04,1.78E-04,2.22E-04,2.50E-04,2.42E-04,2.57E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid refrigerators,electricity,4.86E-04,5.92E-04,4.85E-04,3.81E-04,3.71E-04,3.74E-04,3.91E-04,4.09E-04,4.26E-04,4.46E-04,4.63E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,resid televisions,electricity,1.96E-04,4.49E-04,4.34E-04,3.33E-04,2.93E-04,2.76E-04,2.94E-04,3.12E-04,3.29E-04,3.46E-04,3.61E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_aviation_intl,refined liquids,0.020841,0.0383762,0.0268151,0.0214621,0.0198659,0.0189926,0.0190148,0.0193321,0.0197568,0.01988,0.0205166,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_freight,refined liquids,0.003661113,0.003556909,0.003525518,0.00266077,0.00255882,0.0025467,0.00269017,0.00281635,0.00292246,0.00299786,0.00318342,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_freight_road,electricity,0,0,0,0,6.90E-06,2.55E-04,0.001500539,0.003211647,0.004325217,0.005941128,0.007772075,0,0,0,EJ
