"region","sector","Year","co2.emiss","scenario"
"VA","trn_freight","2010",0.247569164804799,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VT","trn_freight","2010",0.0154716570517863,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WA","trn_freight","2010",0.302311919627254,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WI","trn_freight","2010",0.165471494979661,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WV","trn_freight","2010",0.0677099363194638,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WY","trn_freight","2010",0.0879054383513249,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AK","trn_freight_road","2010",1.01362524993019,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AL","trn_freight_road","2010",2.78292644946503,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AR","trn_freight_road","2010",2.32262102021329,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AZ","trn_freight_road","2010",2.5550502211254,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CA","trn_freight_road","2010",10.1937799317417,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CO","trn_freight_road","2010",2.00149684551603,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CT","trn_freight_road","2010",0.923267025601444,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DC","trn_freight_road","2010",0.0456979131226652,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DE","trn_freight_road","2010",0.192456147928942,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"FL","trn_freight_road","2010",5.10903233526404,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"GA","trn_freight_road","2010",4.54399838128333,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"HI","trn_freight_road","2010",0.551568371078113,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IA","trn_freight_road","2010",2.3062203559816,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ID","trn_freight_road","2010",0.968542915849643,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IL","trn_freight_road","2010",4.98194817933342,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IN","trn_freight_road","2010",4.33311630558773,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KS","trn_freight_road","2010",1.88064159075488,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KY","trn_freight_road","2010",3.14114255166361,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"LA","trn_freight_road","2010",4.21231469832361,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MA","trn_freight_road","2010",1.51164107082989,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MD","trn_freight_road","2010",1.97907816443041,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ME","trn_freight_road","2010",0.657974568100415,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MI","trn_freight_road","2010",2.90089397362699,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MN","trn_freight_road","2010",2.25690698278568,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MO","trn_freight_road","2010",3.61067329692932,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MS","trn_freight_road","2010",2.28731480357205,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MT","trn_freight_road","2010",1.0247882366912,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NC","trn_freight_road","2010",3.48439149120187,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ND","trn_freight_road","2010",0.840798128093935,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NE","trn_freight_road","2010",2.16938527626343,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NH","trn_freight_road","2010",0.322231879980303,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NJ","trn_freight_road","2010",2.83041386255777,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NM","trn_freight_road","2010",1.61007305634043,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NV","trn_freight_road","2010",1.04438634546552,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NY","trn_freight_road","2010",3.87218783897641,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OH","trn_freight_road","2010",5.57680251405596,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OK","trn_freight_road","2010",3.69669388899405,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OR","trn_freight_road","2010",2.17937938875346,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"PA","trn_freight_road","2010",4.94185765303606,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"RI","trn_freight_road","2010",0.223599063927116,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SC","trn_freight_road","2010",2.47021765685671,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SD","trn_freight_road","2010",0.742919887126845,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TN","trn_freight_road","2010",3.49798413385371,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TX","trn_freight_road","2010",15.8397150125518,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"UT","trn_freight_road","2010",1.44901205091102,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VA","trn_freight_road","2010",3.50434999139373,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VT","trn_freight_road","2010",0.234282641155335,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WA","trn_freight_road","2010",2.62173276861101,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WI","trn_freight_road","2010",2.50574955096046,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WV","trn_freight_road","2010",1.02533407403832,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WY","trn_freight_road","2010",1.33116829043993,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AK","trn_pass","2010",1.96782297455904,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AL","trn_pass","2010",0.189905507015982,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AR","trn_pass","2010",0.091693276970562,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AZ","trn_pass","2010",0.325727552013915,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CA","trn_pass","2010",8.32197673500067,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CO","trn_pass","2010",0.978475137413168,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CT","trn_pass","2010",0.131655749001481,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DC","trn_pass","2010",0.000128392094236032,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DE","trn_pass","2010",0.00880155490571756,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"FL","trn_pass","2010",3.05364688869758,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"GA","trn_pass","2010",1.61205635813888,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"HI","trn_pass","2010",0.852317119390455,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IA","trn_pass","2010",0.0490600435095857,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ID","trn_pass","2010",0.0523455256829236,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IL","trn_pass","2010",2.22122125254518,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IN","trn_pass","2010",0.66910393788179,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KS","trn_pass","2010",0.267496102798245,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KY","trn_pass","2010",0.901655443205013,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"LA","trn_pass","2010",1.85143691168121,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MA","trn_pass","2010",0.559229281201802,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MD","trn_pass","2010",0.260435458816373,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ME","trn_pass","2010",0.134717583439479,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MI","trn_pass","2010",0.324698131837357,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MN","trn_pass","2010",0.790941444265188,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MO","trn_pass","2010",0.28039247027449,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MS","trn_pass","2010",0.507849899903144,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MT","trn_pass","2010",0.0831020120463134,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NC","trn_pass","2010",0.150463407667959,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ND","trn_pass","2010",0.0727858175380433,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NE","trn_pass","2010",0.0773968367292351,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NH","trn_pass","2010",0.0518194590049099,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NJ","trn_pass","2010",3.46999389136517,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NM","trn_pass","2010",0.115320539894074,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NV","trn_pass","2010",0.32800363787285,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NY","trn_pass","2010",1.28691395670694,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OH","trn_pass","2010",1.17007032619434,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OK","trn_pass","2010",0.59975807340023,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OR","trn_pass","2010",0.378910919133272,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"PA","trn_pass","2010",1.08931004479186,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"RI","trn_pass","2010",0.0558091455383208,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SC","trn_pass","2010",0.0905244723092687,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SD","trn_pass","2010",0.0641126073886703,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TN","trn_pass","2010",1.0758093918136,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TX","trn_pass","2010",5.39127109332518,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"UT","trn_pass","2010",0.511693839453065,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VA","trn_pass","2010",1.10774814299861,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VT","trn_pass","2010",0.0198742756570623,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WA","trn_pass","2010",1.67134165610217,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WI","trn_pass","2010",0.206345023843747,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WV","trn_pass","2010",0.0204868330947181,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WY","trn_pass","2010",0.0467526757079915,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AK","trn_pass_road","2010",0.0406892441618367,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AL","trn_pass_road","2010",0.119102571038332,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AR","trn_pass_road","2010",0.0943523589869312,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AZ","trn_pass_road","2010",0.107719291981035,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CA","trn_pass_road","2010",0.403984201750046,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CO","trn_pass_road","2010",0.0847545594234962,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CT","trn_pass_road","2010",0.0392172937668805,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DC","trn_pass_road","2010",0.00236256965152456,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DE","trn_pass_road","2010",0.00745918080334624,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"FL","trn_pass_road","2010",0.208767373750241,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"GA","trn_pass_road","2010",0.179518454027167,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"HI","trn_pass_road","2010",0.0211535492086299,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IA","trn_pass_road","2010",0.0945311416610952,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ID","trn_pass_road","2010",0.0414843836390225,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IL","trn_pass_road","2010",0.202190995727997,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IN","trn_pass_road","2010",0.171017143791554,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KS","trn_pass_road","2010",0.0857099858520342,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KY","trn_pass_road","2010",0.12821005547683,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"LA","trn_pass_road","2010",0.187878534574063,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MA","trn_pass_road","2010",0.0605564561502903,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MD","trn_pass_road","2010",0.0795729779662244,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ME","trn_pass_road","2010",0.0262322550736314,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MI","trn_pass_road","2010",0.125268873079987,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MN","trn_pass_road","2010",0.0951213536128934,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MO","trn_pass_road","2010",0.141679339867635,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MS","trn_pass_road","2010",0.103435445394796,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MT","trn_pass_road","2010",0.0434284352982963,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NC","trn_pass_road","2010",0.138093303970679,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ND","trn_pass_road","2010",0.0401957959256899,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NE","trn_pass_road","2010",0.087246304950084,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NH","trn_pass_road","2010",0.0125145961922362,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NJ","trn_pass_road","2010",0.111644493008071,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NM","trn_pass_road","2010",0.0667241112488208,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NV","trn_pass_road","2010",0.042230491124676,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NY","trn_pass_road","2010",0.158996684127387,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OH","trn_pass_road","2010",0.222920218275101,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OK","trn_pass_road","2010",0.159202664335146,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OR","trn_pass_road","2010",0.0872136938097247,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"PA","trn_pass_road","2010",0.216668327250737,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"RI","trn_pass_road","2010",0.00944742968649511,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SC","trn_pass_road","2010",0.0966720438886946,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SD","trn_pass_road","2010",0.0316891442649764,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TN","trn_pass_road","2010",0.139809025436891,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TX","trn_pass_road","2010",0.653974110553797,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"UT","trn_pass_road","2010",0.06162420381793,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VA","trn_pass_road","2010",0.14014488915085,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VT","trn_pass_road","2010",0.00899370228440185,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WA","trn_pass_road","2010",0.105085687901396,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WI","trn_pass_road","2010",0.0977714225697293,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WV","trn_pass_road","2010",0.0520633233609864,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WY","trn_pass_road","2010",0.0628237346010239,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AK","trn_pass_road_LDV","2010",0.00190998767299506,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AL","trn_pass_road_LDV","2010",0.0183174796571581,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AR","trn_pass_road_LDV","2010",0.00995492034530468,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AZ","trn_pass_road_LDV","2010",0.0181859064880476,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CA","trn_pass_road_LDV","2010",0.102224370427818,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CO","trn_pass_road_LDV","2010",0.0146808744649896,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CT","trn_pass_road_LDV","2010",0.0103041065842552,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DC","trn_pass_road_LDV","2010",0.000724359361871616,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DE","trn_pass_road_LDV","2010",0.00305648815471794,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"FL","trn_pass_road_LDV","2010",0.0563618205874179,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"GA","trn_pass_road_LDV","2010",0.0337010155121126,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"HI","trn_pass_road_LDV","2010",0.00288307133905808,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IA","trn_pass_road_LDV","2010",0.0108942571633604,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ID","trn_pass_road_LDV","2010",0.00464891378254195,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IL","trn_pass_road_LDV","2010",0.0334906582740458,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IN","trn_pass_road_LDV","2010",0.0213758280722356,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KS","trn_pass_road_LDV","2010",0.00909741214797696,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KY","trn_pass_road_LDV","2010",0.0152840371028932,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"LA","trn_pass_road_LDV","2010",0.0157475287559189,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MA","trn_pass_road_LDV","2010",0.0192225866032616,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MD","trn_pass_road_LDV","2010",0.0184845698968662,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ME","trn_pass_road_LDV","2010",0.00462406426153907,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MI","trn_pass_road_LDV","2010",0.0313577533748627,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MN","trn_pass_road_LDV","2010",0.0174499770668699,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MO","trn_pass_road_LDV","2010",0.0221561412878038,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MS","trn_pass_road_LDV","2010",0.0113460731106928,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MT","trn_pass_road_LDV","2010",0.00339565370505505,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NC","trn_pass_road_LDV","2010",0.0306334241183774,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ND","trn_pass_road_LDV","2010",0.00261385930807936,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NE","trn_pass_road_LDV","2010",0.00576811465848923,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NH","trn_pass_road_LDV","2010",0.00494412109766312,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NJ","trn_pass_road_LDV","2010",0.0289201894429823,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NM","trn_pass_road_LDV","2010",0.00623760649340251,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NV","trn_pass_road_LDV","2010",0.00753865521105558,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NY","trn_pass_road_LDV","2010",0.0396946046781064,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OH","trn_pass_road_LDV","2010",0.0349142001667893,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OK","trn_pass_road_LDV","2010",0.0131104401431478,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OR","trn_pass_road_LDV","2010",0.0104571306997574,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"PA","trn_pass_road_LDV","2010",0.0352864129538215,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"RI","trn_pass_road_LDV","2010",0.00270967613226589,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SC","trn_pass_road_LDV","2010",0.0182926477199949,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"SD","trn_pass_road_LDV","2010",0.00299903277491627,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TN","trn_pass_road_LDV","2010",0.0221633141675315,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"TX","trn_pass_road_LDV","2010",0.0842476032487409,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"UT","trn_pass_road_LDV","2010",0.00713619312439839,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VA","trn_pass_road_LDV","2010",0.0279217031725749,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"VT","trn_pass_road_LDV","2010",0.00225744096847164,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WA","trn_pass_road_LDV","2010",0.0183309710000417,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WI","trn_pass_road_LDV","2010",0.0177256738021029,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WV","trn_pass_road_LDV","2010",0.00592700237833992,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"WY","trn_pass_road_LDV","2010",0.00235323783919156,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AK","trn_pass_road_LDV_4W","2010",0.542665386527512,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AL","trn_pass_road_LDV_4W","2010",5.20460292351349,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AR","trn_pass_road_LDV_4W","2010",2.82833597549239,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"AZ","trn_pass_road_LDV_4W","2010",5.16704165611798,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CA","trn_pass_road_LDV_4W","2010",29.0443640744399,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CO","trn_pass_road_LDV_4W","2010",4.17127872696742,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"CT","trn_pass_road_LDV_4W","2010",2.92768599844516,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DC","trn_pass_road_LDV_4W","2010",0.205741326960324,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"DE","trn_pass_road_LDV_4W","2010",0.868591248345722,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"FL","trn_pass_road_LDV_4W","2010",16.0140009726668,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"GA","trn_pass_road_LDV_4W","2010",9.57522528831414,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"HI","trn_pass_road_LDV_4W","2010",0.819221079060842,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IA","trn_pass_road_LDV_4W","2010",3.0952511755906,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ID","trn_pass_road_LDV_4W","2010",1.32080935593746,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IL","trn_pass_road_LDV_4W","2010",9.51560937730085,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"IN","trn_pass_road_LDV_4W","2010",6.07332746554422,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KS","trn_pass_road_LDV_4W","2010",2.5848399296539,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"KY","trn_pass_road_LDV_4W","2010",4.34266904531285,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"LA","trn_pass_road_LDV_4W","2010",4.47404100367629,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MA","trn_pass_road_LDV_4W","2010",5.46182479417325,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MD","trn_pass_road_LDV_4W","2010",5.25166593060436,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ME","trn_pass_road_LDV_4W","2010",1.31403264506331,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MI","trn_pass_road_LDV_4W","2010",8.90959223044563,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MN","trn_pass_road_LDV_4W","2010",4.95812139989983,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MO","trn_pass_road_LDV_4W","2010",6.29522330038933,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MS","trn_pass_road_LDV_4W","2010",3.22362170103981,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"MT","trn_pass_road_LDV_4W","2010",0.96466985378406,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NC","trn_pass_road_LDV_4W","2010",8.70368422832498,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"ND","trn_pass_road_LDV_4W","2010",0.742722659980167,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NE","trn_pass_road_LDV_4W","2010",1.6389572422469,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NH","trn_pass_road_LDV_4W","2010",1.4045029108689,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NJ","trn_pass_road_LDV_4W","2010",8.21689784878557,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NM","trn_pass_road_LDV_4W","2010",1.77209065189887,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NV","trn_pass_road_LDV_4W","2010",2.14212634116042,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"NY","trn_pass_road_LDV_4W","2010",11.2784738794076,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OH","trn_pass_road_LDV_4W","2010",9.91995829843647,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OK","trn_pass_road_LDV_4W","2010",3.72489755718589,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"OR","trn_pass_road_LDV_4W","2010",2.97114157346161,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"PA","trn_pass_road_LDV_4W","2010",10.025751146958,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
"RI","trn_pass_road_LDV_4W","2010",0.769944102448576,"NEWdac_netzero_usa_global_ssp2_highEV_luc2050"
