CO2 sequestration by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,technology,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AL,process heat dac,gas CCS,gas CCS,0,0,0,0,0,9.68E-07,3.31E-05,0.00159373,0.0344348,0.47231,1.01447,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AL,subpeak generation,gas (CC CCS) (recirculating),gas_subpeak_CC_CCS,0,0,0,0,0,2.73E-04,5.85E-04,9.89E-04,0.001472193,0.002280678,0.003327928,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,CO2 removal,hightemp DAC NG,dac,0,0,0,0,0,1.01E-06,3.65E-05,0.00187516,0.04328684,0.636595329,1.430810844,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,CO2 removal,hightemp DAC elec,dac,0,0,0,0,0,5.51E-09,2.16E-07,1.05E-05,2.72E-04,0.004955711,0.010980722,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,CO2 removal,lowtemp DAC heatpump,dac,0,0,0,0,0,4.51E-09,3.45E-07,3.78E-05,0.002223214,0.090247674,0.465918252,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,biomass (IGCC CCS) (dry cooling),biomass_base_IGCC_CCS,0,0,0,0,0,3.10E-04,0.002918735,0.013633298,0.031757298,0.051230298,0.05958312,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,biomass (IGCC CCS) (recirculating),biomass_base_IGCC_CCS,0,0,0,0,0,3.23E-04,0.00302286,0.013920495,0.032293395,0.052192195,0.060915404,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,biomass (conv CCS) (recirculating),biomass_base_conv_CCS,0,0,0,0,0,9.40E-04,0.01035381,0.066674364,0.172909363,0.271488764,0.299673974,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,coal (IGCC CCS) (dry cooling),coal_base_IGCC_CCS,0,0,0,0,0,0.00685205,0.03113258,0.05890941,0.08273159,0.10491549,0.12400527,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,coal (IGCC CCS) (recirculating),coal_base_IGCC_CCS,0,0,0,0,0,0.00726648,0.03328772,0.06365104,0.09013816,0.11506131,0.13662978,0,0,0,MTC
