final energy consumption by sector and fuel,,,,,,,,,,,,,,,,,,
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm heating,gas,0.0114329,0.0147304,0.0126861,0.0107046,0.010040075,0.009449691,0.00866441,0.007446824,0.006169817,0.00395364,0.003703619,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm heating,refined liquids,0.00898989,0.00408219,0.0045607,0.0013784,0.001294414,0.001233332,0.001119663,9.32E-04,7.06E-04,3.20E-04,2.26E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm hot water,electricity,0.00233459,0.0016182,8.40E-04,0.00222131,0.002607027,0.002917233,0.00341001,0.003879709,0.004391528,0.004997095,0.005191627,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm hot water,gas,0.00978096,0.0062625,0.00803478,0.00739814,0.007392698,0.007280446,0.007114368,0.006649926,0.00625553,0.005743232,0.006061331,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm hot water,refined liquids,3.74E-04,3.46E-04,8.13E-04,0.00165051,0.001589607,0.001548634,0.001436968,0.001204745,8.93E-04,4.75E-04,3.17E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm lighting,electricity,0.0145393,0.0227669,0.01502,0.0172956,0.016525785,0.015320519,0.013535435,0.010982371,0.011017378,0.011197387,0.011505139,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm non-building,electricity,0.0060541,0.0071041,0.0097965,0.0122117,0.0127467,0.0133145,0.0140033,0.0145624,0.0151395,0.0156407,0.0161243,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm office,electricity,0.0029972,0.0044064,0.0078073,0.00555177,0.00531703,0.00561862,0.00598077,0.00627164,0.0065714,0.00682789,0.00707274,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm other,electricity,0.0020787,0.009751,0.0118378,0.0150959,0.0167737,0.0172099,0.0172899,0.0165853,0.0165301,0.0174423,0.0178926,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm other,gas,0.0011603,7.78E-04,5.71E-04,0.003663,0.00326069,0.00331196,0.00316255,0.0028009,0.00260995,0.00261485,0.00274704,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm other,refined liquids,0.0014214,0.0013871,0.0027614,0.0038463,0.00345307,0.00407112,0.00544278,0.00757331,0.00889796,0.0089065,0.00921423,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm refrigeration,electricity,9.53E-04,0.0100869,0.0120687,0.00803071,0.007887988,0.007897003,0.007957291,0.007870911,0.00818356,0.008453011,0.008712005,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm ventilation,electricity,0.002146956,0.009542722,0.010825123,0.010131378,0.010519215,0.010940649,0.011313909,0.011612457,0.011834319,0.011995092,0.011780451,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,industrial energy use,biomass,0.0995516,0.1686324,0.1325265,0.1386967,0.14856818,0.15795922,0.16414352,0.16847597,0.1650885,0.16255374,0.161554371,0,0,0,EJ
