water withdrawals by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,subsector,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MD,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.34E-08,4.42E-07,2.55E-05,7.70E-04,0.012806474,0.028251444,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MD,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,0,2.93E-09,1.48E-07,4.43E-06,9.09E-05,1.82E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MD,industry,industry,industry,0.0968587,0.0824494,0.0690348,0.0683164,0.0694687,0.0705652,0.0735031,0.0772076,0.0805429,0.0825546,0.0852775,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MD,municipal water,municipal water,municipal water,1.19909,1.04385,1.20926,1.19286,1.21922,1.24681,1.28558,1.32411,1.36204,1.39495,1.42618,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",ME,industry,industry,industry,0.35023,0.23421,0.265156,0.251507,0.254219,0.261646,0.272189,0.280229,0.280723,0.279097,0.284633,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",ME,municipal water,municipal water,municipal water,0.213667,0.179515,0.171793,0.161086,0.164014,0.168046,0.173364,0.177472,0.182321,0.186626,0.190495,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MI,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.77E-07,5.27E-06,2.80E-04,0.008637144,0.12982431,0.26154403,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MI,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.14E-09,3.05E-08,1.19E-06,4.61E-05,9.68E-04,0.002704779,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MI,industry,industry,industry,2.32699,0.868648,0.845341,0.715561,0.730482,0.738294,0.763157,0.779218,0.79971,0.818632,0.85126,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MI,municipal water,municipal water,municipal water,2.10677,1.92545,1.82168,1.68194,1.72294,1.77971,1.84206,1.89166,1.94307,1.9897,2.03445,0,0,0,km^3
