CO2 sequestration by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,technology,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,biomass (IGCC CCS) (recirculating),biomass_base_IGCC_CCS,0,0,0,0,0,3.57E-04,0.003175301,0.015207816,0.036637116,0.058279404,0.067384286,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,biomass (IGCC CCS) (seawater),biomass_base_IGCC_CCS,0,0,0,0,0,3.59E-04,0.003188667,0.015290096,0.036855496,0.058627084,0.06777537,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,biomass (conv CCS) (recirculating),biomass_base_conv_CCS,0,0,0,0,0,0.00152178,0.01551633,0.10224238,0.27383638,0.41554017,0.44852368,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,coal (IGCC CCS) (dry cooling),coal_base_IGCC_CCS,0,0,0,0,0,0.00719617,0.03676974,0.07337284,0.10541884,0.13620782,0.16007351,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,coal (IGCC CCS) (recirculating),coal_base_IGCC_CCS,0,0,0,0,0,0.00763924,0.03939227,0.07947316,0.11525926,0.14995896,0.17747352,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,coal (IGCC CCS) (seawater),coal_base_IGCC_CCS,0,0,0,0,0,0.00767335,0.0395703,0.07983564,0.11578849,0.15064924,0.17829446,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,coal (conv pul CCS) (dry cooling),coal_base_conv pul_CCS,0,0,0,0,0,0.008482,0.0408968,0.07767046,0.10731131,0.13430817,0.15363663,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,coal (conv pul CCS) (recirculating),coal_base_conv pul_CCS,0,0,0,0,0,0.00908475,0.04429352,0.08541978,0.11956984,0.15103004,0.17437435,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,coal (conv pul CCS) (seawater),coal_base_conv pul_CCS,0,0,0,0,0,0.00912659,0.04449728,0.08581277,0.12011896,0.15172014,0.17517134,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AL,base load generation,gas (CC CCS) (recirculating),gas_base_CC_CCS,0,0,0,0,0,0.0386631,0.2404062,0.4822226,0.7073746,0.9445064,1.1430117,0,0,0,MTC
